# train_loss,val_loss
5.129313096404075623e-02,3.639500588178634644e-02
3.807887062430381775e-02,3.606714308261871338e-02
4.077469930052757263e-03,1.283012446947395802e-03
1.693746889941394329e-03,1.071409438736736774e-03
1.328191719949245453e-03,9.249238646589219570e-04
1.127941184677183628e-03,8.579908753745257854e-04
1.034309505484998226e-03,8.074137149378657341e-04
9.934381814673542976e-04,7.902574725449085236e-04
9.569177054800093174e-04,7.752288947813212872e-04
9.558817255310714245e-04,7.725351024419069290e-04
9.305140702053904533e-04,7.895579910837113857e-04
9.322482510469853878e-04,7.593535119667649269e-04
9.007798507809638977e-04,8.128627086989581585e-04
9.083445183932781219e-04,7.278402335941791534e-04
8.829441503621637821e-04,7.094377651810646057e-04
8.832347812131047249e-04,7.282576989382505417e-04
8.789079147391021252e-04,7.590222521685063839e-04
8.728139800950884819e-04,7.410696707665920258e-04
8.476087823510169983e-04,8.242884068749845028e-04
8.518462418578565121e-04,7.503291126340627670e-04
8.341057109646499157e-04,7.368688238784670830e-04
8.498109527863562107e-04,7.053515291772782803e-04
8.327518007718026638e-04,7.209547329694032669e-04
8.367341361008584499e-04,6.845426396466791630e-04
8.257026784121990204e-04,7.027368992567062378e-04
8.342873188666999340e-04,7.840601610951125622e-04
