0,1,2,3,4,5,6,7,8,9
0.3327802340984345,0.33079050636291507,0.3090772819519043,0.3155922260284423,0.3112444531917573,0.2954739582538606,0.29469866037368764,0.30927792334556603,0.2925974199771879,0.287740921497345
0.05733704280853269,0.07199241113662724,0.03583544826507579,0.06305552601814268,0.05125471901893608,0.04120677709579468,0.035115092754363975,0.04659438514709491,0.02933474850654605,0.024824590444564976
-0.7804990911483767,-0.7656760468482973,-0.7612814712524414,-0.7325421352386474,-0.7147320574522018,-0.728040116786957,-0.6846966919898989,-0.6555011308193208,-0.6525163357257844,-0.634311486840248
0.03198093581199668,0.008724441289901907,-0.041118869304657135,-0.0387398647069932,-0.06157839024066947,-0.07246308410167712,-0.09538320922851584,-0.08230244851112367,-0.10682872223854067,-0.1194913104772568
-0.2784169979095461,-0.2574446815252305,-0.2920640720129013,-0.19951894140243542,-0.20446497559547439,-0.2211827176809309,-0.16173283553123463,-0.1146390852928163,-0.12039012694358808,-0.11076870059967048
0.3006043546199799,0.28180185484886167,0.26538100504875173,0.22786432027816783,0.2088111205101013,0.17086547827720633,0.1766372759342194,0.15669685864448546,0.14939969801902775,0.12312951278686546
0.26376488542556764,0.25201861381530755,0.23362268757820148,0.22216822099685674,0.21324435925483698,0.19911521673202515,0.19253841161727925,0.19826259255409262,0.18970135045051562,0.1778000192642213
0.13933629083633425,0.12826113009452822,0.10165477895736696,0.09778439426422114,0.08024556899070756,0.07068234086036673,0.052270949363708574,0.05240850877761849,0.03155971097946164,0.034909974575042746
-0.9670668951272967,-0.9149292318820952,-0.901859052658081,-0.9456635863780978,-0.9198268353939056,-0.9562363296747209,-0.9186494407653809,-0.9188138608932497,-0.9215735957622528,-0.9101978799104691
0.14710717678070084,0.12632064700126655,0.0971230509281158,0.11938325715065012,0.11434076857566833,0.10409625506401055,0.10716895794868453,0.09288760471343993,0.09706444573402395,0.09796916341781614
-0.21426649081706994,-0.18485889279842382,-0.15087439191341412,-0.08069589293003077,-0.03468939113616942,-0.016647741436958352,0.042345915555953795,0.09013926529884353,0.1046619579792023,0.13863791227340716
-1.0838416106700897,-1.0226761021614075,-1.0195403172969817,-1.0114566668272018,-0.9850696781873705,-0.9921678253412245,-0.9496263556480407,-0.9197438113689422,-0.905251642227173,-0.888913612961769
