# train_loss,val_loss
7.783851623535156250e+00,7.197690963745117188e+00
6.663592338562011719e+00,6.136423110961914062e+00
5.648137569427490234e+00,5.164587020874023438e+00
4.714185237884521484e+00,4.268382549285888672e+00
3.855000257492065430e+00,3.448641300201416016e+00
3.078516244888305664e+00,2.719881296157836914e+00
2.402971744537353516e+00,2.102099657058715820e+00
1.845476865768432617e+00,1.607181429862976074e+00
1.410028815269470215e+00,1.230638504028320312e+00
1.084947466850280762e+00,9.546223878860473633e-01
8.492156863212585449e-01,7.562911510467529297e-01
6.804441213607788086e-01,6.145703792572021484e-01
5.596584677696228027e-01,5.128185749053955078e-01
4.725635647773742676e-01,4.390085339546203613e-01
4.089955389499664307e-01,3.847369551658630371e-01
3.636915683746337891e-01,3.557209074497222900e-01
3.493556380271911621e-01,3.463056087493896484e-01
3.400583863258361816e-01,3.371329903602600098e-01
3.284706771373748779e-01,3.143742978572845459e-01
3.078333139419555664e-01,3.047148883342742920e-01
2.988041341304779053e-01,2.958600521087646484e-01
2.901239097118377686e-01,2.873469293117523193e-01
2.817845940589904785e-01,2.792001962661743164e-01
2.737798392772674561e-01,2.714156210422515869e-01
2.661110758781433105e-01,2.638210654258728027e-01
2.587751150131225586e-01,2.566686272621154785e-01
2.518001794815063477e-01,2.498361617326736450e-01
2.451356798410415649e-01,2.433442026376724243e-01
2.388194352388381958e-01,2.371973246335983276e-01
2.328417301177978516e-01,2.314084023237228394e-01
2.271824777126312256e-01,2.258648723363876343e-01
2.218297123908996582e-01,2.206730097532272339e-01
2.167931348085403442e-01,2.157809138298034668e-01
2.120500057935714722e-01,2.111698687076568604e-01
2.075891941785812378e-01,2.068438529968261719e-01
2.034201472997665405e-01,2.027979195117950439e-01
1.994963735342025757e-01,1.989995986223220825e-01
1.958222687244415283e-01,1.954544186592102051e-01
1.923991441726684570e-01,1.921436339616775513e-01
1.892038732767105103e-01,1.890580654144287109e-01
1.862453371286392212e-01,1.861848235130310059e-01
1.834738105535507202e-01,1.835208684206008911e-01
1.809154450893402100e-01,1.810674965381622314e-01
1.785261183977127075e-01,1.787432879209518433e-01
1.763260364532470703e-01,1.766192167997360229e-01
1.742811053991317749e-01,1.746525615453720093e-01
1.723848432302474976e-01,1.728438735008239746e-01
1.706595271825790405e-01,1.711724102497100830e-01
1.690592020750045776e-01,1.696881502866744995e-01
1.675835996866226196e-01,1.682454496622085571e-01
1.662380099296569824e-01,1.669347882270812988e-01
1.650109440088272095e-01,1.657467782497406006e-01
1.638763695955276489e-01,1.646671295166015625e-01
1.628533452749252319e-01,1.636850833892822266e-01
1.619098335504531860e-01,1.628044694662094116e-01
1.610613465309143066e-01,1.620008200407028198e-01
1.602797806262969971e-01,1.612423807382583618e-01
1.595842838287353516e-01,1.605873703956604004e-01
1.589634120464324951e-01,1.599746197462081909e-01
1.583943217992782593e-01,1.594410538673400879e-01
1.578902751207351685e-01,1.589671522378921509e-01
1.574443429708480835e-01,1.585451960563659668e-01
1.570570021867752075e-01,1.581868380308151245e-01
1.015580967068672180e-01,9.303325414657592773e-02
9.185503423213958740e-02,9.213057905435562134e-02
9.112963825464248657e-02,9.153746068477630615e-02
9.066844731569290161e-02,9.124851226806640625e-02
9.043359011411666870e-02,9.103662520647048950e-02
9.030576795339584351e-02,9.096863120794296265e-02
9.027358889579772949e-02,9.097263216972351074e-02
9.024824947118759155e-02,9.093972295522689819e-02
9.024321287870407104e-02,9.094297885894775391e-02
9.023421257734298706e-02,9.092579782009124756e-02
9.022261202335357666e-02,9.091866016387939453e-02
9.022191166877746582e-02,9.092866629362106323e-02
9.022603183984756470e-02,9.096367657184600830e-02
9.021088480949401855e-02,9.092051535844802856e-02
9.021134674549102783e-02,9.091004729270935059e-02
9.020341932773590088e-02,9.089603275060653687e-02
9.020227193832397461e-02,9.089113771915435791e-02
9.019009768962860107e-02,9.088420867919921875e-02
9.018348902463912964e-02,9.088426083326339722e-02
9.017634391784667969e-02,9.089820832014083862e-02
9.018708020448684692e-02,9.087430685758590698e-02
9.018080681562423706e-02,9.087330102920532227e-02
9.016775339841842651e-02,9.086851030588150024e-02
9.016893804073333740e-02,9.086828678846359253e-02
9.016521275043487549e-02,9.085685014724731445e-02
9.016354382038116455e-02,9.088052809238433838e-02
9.016146510839462280e-02,9.085464477539062500e-02
9.015741944313049316e-02,9.088666737079620361e-02
9.017105400562286377e-02,9.088840335607528687e-02
9.015481919050216675e-02,9.084742516279220581e-02
9.014468640089035034e-02,9.084377437829971313e-02
9.015110135078430176e-02,9.087482094764709473e-02
9.014393389225006104e-02,9.087170660495758057e-02
9.014199674129486084e-02,9.085950255393981934e-02
9.015299379825592041e-02,9.082932025194168091e-02
9.013176709413528442e-02,9.082998335361480713e-02
9.015810489654541016e-02,9.082547575235366821e-02
9.013101458549499512e-02,9.085439890623092651e-02
9.012712538242340088e-02,9.084250032901763916e-02
9.013169258832931519e-02,9.085062146186828613e-02
9.013272821903228760e-02,9.082517027854919434e-02
