# train_loss,val_loss
7.493962533771991730e-03,1.647460507228970528e-03
1.515092095360159874e-03,1.281220698729157448e-03
1.290254294872283936e-03,1.168516231700778008e-03
1.180754974484443665e-03,1.259698765352368355e-03
1.156069920398294926e-03,1.078567001968622208e-03
1.105507835745811462e-03,1.026556128636002541e-03
1.097455853596329689e-03,1.121588749811053276e-03
1.058030873537063599e-03,9.911746019497513771e-04
1.054758206009864807e-03,1.059502828866243362e-03
1.044480479322373867e-03,9.844547603279352188e-04
1.012741704471409321e-03,1.052961335517466068e-03
1.006515114568173885e-03,9.896666742861270905e-04
9.892400121316313744e-04,9.781143162399530411e-04
9.968979284167289734e-04,9.575317380949854851e-04
9.831094648689031601e-04,9.374625515192747116e-04
9.659568895585834980e-04,9.300881065428256989e-04
9.653567103669047356e-04,9.344285354018211365e-04
9.728986187838017941e-04,9.420461137779057026e-04
9.524725610390305519e-04,9.365224977955222130e-04
9.434987441636621952e-04,9.107005898840725422e-04
9.396374225616455078e-04,9.411699138581752777e-04
9.434969979338347912e-04,9.345152066089212894e-04
9.366956655867397785e-04,9.258941863663494587e-04
9.311756584793329239e-04,9.098716545850038528e-04
