# train_loss,val_loss
6.574370898306369781e-03,4.082783125340938568e-03
2.428939798846840858e-03,1.885073957964777946e-03
2.220064867287874222e-03,3.474394557997584343e-03
2.134009730070829391e-03,2.048519905656576157e-03
2.011834643781185150e-03,6.213825196027755737e-03
1.977982698008418083e-03,1.801375299692153931e-03
1.823120517656207085e-03,2.072094008326530457e-03
1.833623275160789490e-03,1.846467377617955208e-03
1.824472332373261452e-03,1.986402785405516624e-03
1.719154301099479198e-03,4.952717572450637817e-03
1.854369300417602062e-03,1.840212615206837654e-03
1.741850748658180237e-03,1.719223801046609879e-03
1.679789857007563114e-03,2.229040022939443588e-03
1.640263595618307590e-03,1.660661888308823109e-03
1.634825835935771465e-03,2.201122697442770004e-03
1.724322326481342316e-03,3.137374296784400940e-03
1.641317270696163177e-03,1.693691709078848362e-03
